doi	state	client_id	updated	source_month
10.13128/aestimum-7749	findable	crui.unifi	2020-06-29T11:21:21Z	2020-06
10.13128/aestimum-7750	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7751	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-7752	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7753	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-7754	findable	crui.unifi	2020-06-29T11:21:29Z	2020-06
10.13128/aestimum-7755	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7756	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7757	findable	crui.unifi	2020-06-29T11:21:29Z	2020-06
10.13128/aestimum-7758	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7759	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-7760	findable	crui.unifi	2020-06-29T11:21:22Z	2020-06
10.13128/aestimum-7761	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7762	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7763	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7764	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-7765	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7766	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7767	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7768	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-7769	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7770	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-7771	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7772	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-7773	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-7774	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7775	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-7776	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7777	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-7778	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7779	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7786	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7787	findable	crui.unifi	2020-06-29T11:21:19Z	2020-06
10.13128/aestimum-7788	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7789	findable	crui.unifi	2020-06-29T11:21:19Z	2020-06
10.13128/aestimum-7790	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7791	findable	crui.unifi	2020-06-29T11:21:19Z	2020-06
10.13128/aestimum-7792	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7793	findable	crui.unifi	2020-06-29T11:21:22Z	2020-06
10.13128/aestimum-7794	findable	crui.unifi	2020-06-29T11:21:28Z	2020-06
10.13128/aestimum-7795	findable	crui.unifi	2020-06-29T11:21:47Z	2020-06
10.13128/aestimum-7796	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7797	findable	crui.unifi	2020-06-29T11:21:28Z	2020-06
10.13128/aestimum-7798	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7799	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7800	findable	crui.unifi	2020-06-29T11:21:30Z	2020-06
10.13128/aestimum-7801	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7802	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7803	findable	crui.unifi	2020-06-29T11:21:22Z	2020-06
10.13128/aestimum-7804	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-7805	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-7806	findable	crui.unifi	2020-06-29T11:21:30Z	2020-06
10.13128/aestimum-7807	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7808	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-7809	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7810	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-7811	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-7812	findable	crui.unifi	2020-06-29T11:21:22Z	2020-06
10.13128/aestimum-7813	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-7814	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7815	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7816	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7822	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7823	findable	crui.unifi	2020-06-29T11:21:22Z	2020-06
10.13128/aestimum-7824	findable	crui.unifi	2020-06-29T11:21:29Z	2020-06
10.13128/aestimum-7825	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7826	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7827	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7828	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-7829	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7830	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7831	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-7832	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7833	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7834	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-7835	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7836	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-7837	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7838	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7839	findable	crui.unifi	2020-06-29T11:21:28Z	2020-06
10.13128/aestimum-7840	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7841	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-7842	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7843	findable	crui.unifi	2020-06-29T11:21:22Z	2020-06
10.13128/aestimum-7844	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7845	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7846	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7847	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7848	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-7849	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7850	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7851	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7852	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-7853	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7854	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-7864	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7865	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7866	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-7867	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7868	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7869	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7870	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7871	findable	crui.unifi	2020-06-29T11:21:29Z	2020-06
10.13128/aestimum-7872	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7873	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7874	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7875	findable	crui.unifi	2020-06-29T11:21:29Z	2020-06
10.13128/aestimum-7876	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7877	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7878	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7879	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7880	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7881	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7882	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7883	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7884	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7885	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7886	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7887	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7888	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7889	findable	crui.unifi	2020-06-29T11:21:21Z	2020-06
10.13128/aestimum-7890	findable	crui.unifi	2020-06-29T11:21:30Z	2020-06
10.13128/aestimum-7897	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7898	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7899	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7900	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7901	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7902	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7903	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7904	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7905	findable	crui.unifi	2020-06-29T11:21:30Z	2020-06
10.13128/aestimum-7906	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7907	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7908	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7909	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7910	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-7911	findable	crui.unifi	2020-06-29T11:21:19Z	2020-06
10.13128/aestimum-7912	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7913	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7914	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-7915	findable	crui.unifi	2020-06-29T11:21:21Z	2020-06
10.13128/aestimum-7916	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-7917	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7918	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7919	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7920	findable	crui.unifi	2020-06-29T11:21:22Z	2020-06
10.13128/aestimum-7921	findable	crui.unifi	2020-06-29T11:21:22Z	2020-06
10.13128/aestimum-7922	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7923	findable	crui.unifi	2020-06-29T11:21:19Z	2020-06
10.13128/aestimum-7924	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-7925	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-7929	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7930	findable	crui.unifi	2020-06-29T11:21:30Z	2020-06
10.13128/aestimum-7931	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7932	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7933	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-7934	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7935	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-7936	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7937	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7938	findable	crui.unifi	2020-06-29T11:21:18Z	2020-06
10.13128/aestimum-7939	findable	crui.unifi	2020-06-29T11:21:30Z	2020-06
10.13128/aestimum-7940	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7941	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7942	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7943	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7944	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7945	findable	crui.unifi	2020-06-29T11:21:51Z	2020-06
10.13128/aestimum-7946	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7947	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7948	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7949	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7950	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7951	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7952	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7953	findable	crui.unifi	2020-06-29T11:21:29Z	2020-06
10.13128/aestimum-7954	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7955	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7956	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7957	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-7958	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7959	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-7960	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7961	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-7962	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-7963	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7964	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7965	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-7966	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-7967	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7968	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7969	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7970	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-7971	findable	crui.unifi	2020-06-29T11:21:28Z	2020-06
10.13128/aestimum-7977	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7978	findable	crui.unifi	2020-06-29T11:21:47Z	2020-06
10.13128/aestimum-7979	findable	crui.unifi	2020-06-29T11:21:29Z	2020-06
10.13128/aestimum-7980	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7981	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-7982	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-7983	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-7984	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7985	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-7986	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-7987	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-7988	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-7989	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7990	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7991	findable	crui.unifi	2020-06-29T11:21:19Z	2020-06
10.13128/aestimum-7992	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-7993	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-7994	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-7995	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-7996	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-7997	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7998	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-7999	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8000	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-8001	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-8004	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-8005	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8006	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8007	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8008	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8009	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-8010	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-8011	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-8012	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-8013	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8014	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8015	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-8016	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-8017	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-8018	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8019	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8020	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-8021	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8022	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8023	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-8024	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8025	findable	crui.unifi	2020-06-29T11:21:47Z	2020-06
10.13128/aestimum-8026	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-8027	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-8028	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8029	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-8030	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-8031	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8032	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-8033	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-8034	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8035	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-8036	findable	crui.unifi	2020-06-29T11:21:29Z	2020-06
10.13128/aestimum-8037	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8038	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-8039	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-8040	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-8041	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-8042	findable	crui.unifi	2020-06-29T11:21:30Z	2020-06
10.13128/aestimum-8043	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-8044	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8045	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-8046	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8047	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-8048	findable	crui.unifi	2020-06-29T11:21:20Z	2020-06
10.13128/aestimum-8049	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-8050	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8051	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8052	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-8053	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-8054	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-8055	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8056	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-8057	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8058	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-8059	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8060	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-8061	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8062	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8063	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8064	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-8065	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8066	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8067	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-8068	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-8069	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8070	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-8071	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-8072	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8073	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-8074	findable	crui.unifi	2020-06-29T11:21:26Z	2020-06
10.13128/aestimum-8075	findable	crui.unifi	2020-06-29T11:21:56Z	2020-06
10.13128/aestimum-8076	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8077	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-8078	findable	crui.unifi	2020-06-29T11:21:23Z	2020-06
10.13128/aestimum-8079	findable	crui.unifi	2020-06-29T11:21:18Z	2020-06
10.13128/aestimum-8080	findable	crui.unifi	2020-06-29T11:21:27Z	2020-06
10.13128/aestimum-8081	findable	crui.unifi	2020-06-29T11:21:18Z	2020-06
10.13128/aestimum-8082	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8083	findable	crui.unifi	2020-06-29T11:21:48Z	2020-06
10.13128/aestimum-8084	findable	crui.unifi	2020-06-29T11:21:54Z	2020-06
10.13128/aestimum-8085	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-8086	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-8087	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-8088	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8089	findable	crui.unifi	2020-06-29T11:21:18Z	2020-06
10.13128/aestimum-8090	findable	crui.unifi	2020-06-29T11:21:19Z	2020-06
10.13128/aestimum-8091	findable	crui.unifi	2020-06-29T11:21:30Z	2020-06
10.13128/aestimum-8092	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-8093	findable	crui.unifi	2020-06-29T11:21:45Z	2020-06
10.13128/aestimum-8094	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-8095	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8096	findable	crui.unifi	2020-06-29T11:21:52Z	2020-06
10.13128/aestimum-8097	findable	crui.unifi	2020-06-29T11:21:18Z	2020-06
10.13128/aestimum-8098	findable	crui.unifi	2020-06-29T11:21:47Z	2020-06
10.13128/aestimum-8099	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8100	findable	crui.unifi	2020-06-29T11:21:19Z	2020-06
10.13128/aestimum-8101	findable	crui.unifi	2020-06-29T11:21:50Z	2020-06
10.13128/aestimum-8102	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8103	findable	crui.unifi	2020-06-29T11:21:25Z	2020-06
10.13128/aestimum-8104	findable	crui.unifi	2020-06-29T11:21:55Z	2020-06
10.13128/aestimum-8105	findable	crui.unifi	2020-06-29T11:21:24Z	2020-06
10.13128/aestimum-8106	findable	crui.unifi	2020-06-29T11:21:46Z	2020-06
10.13128/aestimum-8107	findable	crui.unifi	2020-06-29T11:21:49Z	2020-06
10.13128/aestimum-8108	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
10.13128/aestimum-8109	findable	crui.unifi	2020-06-29T11:21:53Z	2020-06
